customer_id,first_name,last_name,email,city,province,signup_date,loyalty_level
C00756,Jeffrey,Cooke,masseykayla@example.com,Calgary,Alberta,2023-10-12,Bronze
C00757,Alec,Hughes,paulchristopher@example.org,Toronto,Ontario,2021-08-07,Bronze
C00758,Samuel,Luna,lsanders@example.org,Brampton,Ontario,2025-06-25,Bronze
C00759,Frederick,Bailey,teresachapman@example.com,Vancouver,British Columbia,2022-05-13,Bronze
C00760,Dawn,Davis,xday@example.com,Hamilton,Ontario,2023-02-12,Gold
C00761,Mark,Moore,matthew57@example.com,Brampton,Ontario,2021-09-21,Silver
C00762,Robert,Moreno,qhutchinson@example.net,Ottawa,Ontario,2024-08-25,Bronze
C00763,Paul,Pitts,steven33@example.net,Hamilton,Ontario,2022-07-24,Bronze
C00764,Edward,Rogers,jmarshall@example.net,Brampton,Ontario,2023-07-17,Bronze
C00765,Cassandra,Jensen,robert36@example.com,Mississauga,Ontario,2025-09-24,Bronze
C00766,Eric,Wagner,johnsweeney@example.com,Toronto,Ontario,2021-08-11,Bronze
C00767,Jeffrey,Wagner,nflynn@example.net,Hamilton,Ontario,2024-05-08,Bronze
C00768,Jennifer,Potter,yolandakerr@example.com,Toronto,Ontario,2026-05-16,Bronze
C00769,Tyler,Thomas,wangdonald@example.com,Mississauga,Ontario,2022-04-06,Silver
C00770,Kelly,Chavez,christopherfranklin@example.org,Calgary,Alberta,2025-03-11,Silver
C00771,Tina,Spears,walshbrent@example.com,Hamilton,Ontario,2022-12-27,Bronze
C00772,Marissa,Hood,masonguerra@example.com,Brampton,Ontario,2025-09-24,Silver
C00773,Joshua,Hamilton,ghiggins@example.com,Toronto,Ontario,2022-12-06,Bronze
C00774,Benjamin,Guzman,bethanyhart@example.com,Mississauga,Ontario,2024-11-18,Bronze
C00775,Deborah,Smith,derekcisneros@example.org,Vancouver,British Columbia,2023-11-28,Silver
C00776,Melvin,Hester,christopher68@example.net,Calgary,Alberta,2024-08-04,Bronze
C00777,Joseph,King,qjenkins@example.com,Mississauga,Ontario,2022-12-21,Bronze
C00778,Jose,Cochran,michaellucas@example.net,Hamilton,Ontario,2021-12-20,Gold
C00779,Karen,Shepard,danieljones@example.net,Toronto,Ontario,2024-06-17,Bronze
C00780,Garrett,Hernandez,james15@example.net,Brampton,Ontario,2022-08-14,Bronze
C00781,Danielle,Baker,halldaniel@example.net,Toronto,Ontario,2022-01-07,Silver
C00782,Michael,Oneal,ejones@example.org,Ottawa,Ontario,2021-11-13,Bronze
C00783,Brenda,Potter,vanessa80@example.org,Toronto,Ontario,2022-10-01,Bronze
C00784,Timothy,Espinoza,vray@example.net,Hamilton,Ontario,2021-12-26,Silver
C00785,Kenneth,Herrera,hilllisa@example.org,Vancouver,British Columbia,2023-08-18,Bronze
C00786,Kimberly,Liu,michaelhiggins@example.net,Vancouver,British Columbia,2023-09-26,Silver
C00787,Matthew,Wilkinson,vasquezlauren@example.net,Toronto,Ontario,2023-12-06,Bronze
C00788,Cheryl,Bass,catherinegonzales@example.net,Hamilton,Ontario,2024-04-16,Silver
C00789,Victoria,Juarez,richardsweeney@example.org,Hamilton,Ontario,2026-06-21,Bronze
C00790,John,Bowman,mary65@example.com,Toronto,Ontario,2022-08-08,Gold
C00791,Robert,Alexander,pcook@example.org,Vancouver,British Columbia,2024-09-10,Bronze
C00792,Jennifer,Arellano,robertmolina@example.com,Vancouver,British Columbia,2022-08-17,Silver
C00793,Michael,Lowe,beardlindsay@example.net,Edmonton,Alberta,2023-08-29,Silver
C00794,Cindy,Guerrero,francesreed@example.net,Mississauga,Ontario,2025-12-31,Bronze
C00795,Jesus,Malone,eric43@example.com,Brampton,Ontario,2022-05-12,Silver
C00796,Jacob,Jenkins,garystevens@example.org,Vancouver,British Columbia,2026-04-22,Bronze
C00797,Carlos,Rogers,christianfelicia@example.net,Vancouver,British Columbia,2024-04-04,Bronze
C00798,Melissa,Gilbert,heather80@example.com,Hamilton,Ontario,2023-06-16,Gold
C00799,Julie,Hernandez,danielyoung@example.net,Hamilton,Ontario,2025-08-21,Bronze
C00800,Shane,Daniels,xbanks@example.org,Brampton,Ontario,2024-03-22,Silver
C00801,Shannon,Houston,mhill@example.org,Brampton,Ontario,2023-04-12,Bronze
C00802,Susan,Hickman,acostadustin@example.com,Toronto,Ontario,2026-02-07,Bronze
C00803,Nancy,Wong,whitemichael@example.com,Edmonton,Alberta,2025-06-05,Bronze
C00804,David,Estes,courtneylove@example.org,Edmonton,Alberta,2025-04-01,Bronze
C00805,Catherine,Mejia,susan84@example.net,Edmonton,Alberta,2025-05-13,Bronze
C00806,Christina,Torres,kimberlyerickson@example.org,Edmonton,Alberta,2022-09-26,Bronze
C00807,Austin,Gomez,joshua88@example.org,Calgary,Alberta,2022-01-25,Bronze
C00808,Kevin,Simmons,perezsamuel@example.net,Ottawa,Ontario,2023-03-11,Silver
C00809,Stephen,Rivera,clarkbrandon@example.com,Ottawa,Ontario,2026-06-22,Silver
C00810,Amanda,Gray,thenderson@example.com,Toronto,Ontario,2024-10-06,Silver
C00811,Jason,Mercer,derrick04@example.com,Vancouver,British Columbia,2021-09-18,Bronze
C00812,Joseph,Johnson,kelli52@example.org,Hamilton,Ontario,2026-05-27,Bronze
C00813,Andrew,Hanson,sara68@example.net,Vancouver,British Columbia,2024-01-11,Gold
C00814,Lauren,Stone,campostracy@example.net,Toronto,Ontario,2025-04-23,Silver
C00815,Karen,Oliver,navarroanthony@example.com,Mississauga,Ontario,2023-11-17,Bronze
C00816,Barry,Smith,harrisalexandria@example.com,Mississauga,Ontario,2025-07-29,Silver
C00817,Stuart,Hall,danielcoffey@example.net,Hamilton,Ontario,2022-12-30,Bronze
C00818,Colleen,Obrien,lambertalexandria@example.org,Mississauga,Ontario,2022-01-28,Bronze
C00819,Andrew,Colon,vickihill@example.com,Ottawa,Ontario,2025-10-13,Bronze
C00820,John,Beck,znelson@example.com,Hamilton,Ontario,2025-01-17,Silver
C00821,Tony,Tyler,lisa24@example.com,Ottawa,Ontario,2025-12-30,Bronze
C00822,Mark,Werner,michaelnelson@example.org,Edmonton,Alberta,2025-02-24,Bronze
C00823,Trevor,Alexander,meganowens@example.com,Brampton,Ontario,2021-11-18,Silver
C00824,David,Johnson,gregoryfisher@example.net,Vancouver,British Columbia,2022-02-02,Bronze
C00825,Corey,Good,caleb33@example.org,Toronto,Ontario,2023-07-20,Bronze
C00826,Melanie,Roach,dianaprince@example.org,Hamilton,Ontario,2025-05-20,Bronze
C00827,Jason,Moore,bradley33@example.org,Ottawa,Ontario,2023-03-30,Bronze
C00828,James,Phillips,sheriwood@example.net,Vancouver,British Columbia,2021-11-04,Bronze
C00829,Melanie,Mccann,kimheather@example.net,Edmonton,Alberta,2022-01-27,Bronze
C00830,William,Francis,jimmyrussell@example.net,Edmonton,Alberta,2023-10-04,Silver
C00831,Ryan,Lopez,danny57@example.net,Calgary,Alberta,2021-07-30,Silver
C00832,Travis,Bray,tgarcia@example.com,Mississauga,Ontario,2022-04-23,Silver
C00833,Michael,Mills,dustinmitchell@example.com,Edmonton,Alberta,2026-03-12,Bronze
C00834,Connor,Gregory,thomaspark@example.net,Brampton,Ontario,2026-03-15,Bronze
C00835,Johnny,Thomas,robertwilliams@example.com,Mississauga,Ontario,2022-07-31,Gold
C00836,Kristy,Payne,emily50@example.com,Calgary,Alberta,2026-07-16,Bronze
C00837,Tammy,Greene,simschristopher@example.net,Ottawa,Ontario,2023-11-16,Bronze
C00838,Kelsey,Richmond,melissa08@example.com,Vancouver,British Columbia,2024-10-14,Silver
C00839,Joe,Smith,olsonmark@example.org,Edmonton,Alberta,2026-04-22,Bronze
C00840,Billy,Cole,cheryl69@example.net,Calgary,Alberta,2026-01-15,Bronze
C00841,Debra,Jones,fthomas@example.org,Edmonton,Alberta,2026-03-09,Bronze
C00842,Julie,Brown,ghicks@example.org,Brampton,Ontario,2025-09-09,Silver
C00843,Roger,Henry,jayvasquez@example.org,Vancouver,British Columbia,2022-01-02,Bronze
C00844,Shawn,King,johnny36@example.com,Ottawa,Ontario,2021-10-06,Bronze
C00845,Sandra,Anderson,burgesseric@example.org,Toronto,Ontario,2022-12-24,Bronze
C00846,Stephanie,Schneider,hensleycourtney@example.com,Ottawa,Ontario,2022-04-26,Silver
C00847,Michael,Burns,zhenderson@example.org,Hamilton,Ontario,2025-10-28,Bronze
C00848,Christine,May,ginaperkins@example.com,Edmonton,Alberta,2023-11-12,Bronze
C00849,Steven,Morris,gcollins@example.org,Hamilton,Ontario,2023-08-05,Bronze
C00850,Steven,Cook,thomas05@example.com,Vancouver,British Columbia,2024-09-24,Silver
C00851,Amy,Ramirez,franksmith@example.com,Mississauga,Ontario,2022-02-05,Silver
C00852,Michael,Cox,tony87@example.org,Mississauga,Ontario,2026-04-05,Bronze
C00853,Oscar,Gonzalez,alexmcguire@example.com,Mississauga,Ontario,2025-01-28,Silver
C00854,Laura,Fernandez,riossonya@example.net,Toronto,Ontario,2025-08-14,Bronze
C00855,Rebecca,Mitchell,aliciadelgado@example.org,Toronto,Ontario,2022-01-30,Silver
C00856,Zachary,Griffin,yatescraig@example.com,Vancouver,British Columbia,2024-11-04,Bronze
C00857,Jeffery,Hull,alex65@example.org,Calgary,Alberta,2024-05-18,Silver
C00858,Jade,Taylor,fordtony@example.com,Hamilton,Ontario,2022-03-11,Bronze
C00859,Robert,Miller,kara23@example.net,Edmonton,Alberta,2025-04-22,Bronze
C00860,Peter,Simmons,lisawalsh@example.org,Calgary,Alberta,2025-08-18,Bronze
C00861,Christina,Kelly,hmitchell@example.com,Brampton,Ontario,2024-07-12,Bronze
C00862,Denise,Moreno,hernandezmorgan@example.com,Edmonton,Alberta,2023-09-26,Silver
C00863,Eric,Brown,jacobsmith@example.net,Hamilton,Ontario,2023-06-28,Bronze
C00864,Marie,Hanna,jennifer96@example.net,Vancouver,British Columbia,2024-09-30,Bronze
C00865,Carla,Pugh,davidscott@example.com,Toronto,Ontario,2025-06-20,Bronze
C00866,Michael,Pope,jonessarah@example.net,Edmonton,Alberta,2025-06-17,Silver
C00867,Leah,Pham,morrislori@example.net,Mississauga,Ontario,2025-08-08,Bronze
C00868,Thomas,Jackson,rwilliams@example.org,Vancouver,British Columbia,2023-02-26,Bronze
C00869,Melissa,White,arnolddebbie@example.net,Ottawa,Ontario,2022-07-13,Bronze
C00870,Chelsea,Ross,gillespiewhitney@example.org,Vancouver,British Columbia,2026-03-16,Bronze
C00871,Allison,Leonard,rrodriguez@example.net,Edmonton,Alberta,2025-01-26,Bronze
C00872,Marissa,Collins,twilliams@example.net,Calgary,Alberta,2023-06-14,Bronze
C00873,Zachary,Miller,vcollier@example.com,Calgary,Alberta,2023-07-14,Bronze
C00874,Tiffany,Kelly,ovega@example.org,Edmonton,Alberta,2024-11-04,Bronze
C00875,John,Russell,gwarner@example.org,Mississauga,Ontario,2025-04-06,Silver
C00876,Leslie,Vazquez,christopher99@example.org,Vancouver,British Columbia,2024-11-12,Bronze
C00877,John,Thompson,charles73@example.net,Calgary,Alberta,2023-09-18,Bronze
C00878,Dylan,Grant,george19@example.net,Ottawa,Ontario,2024-10-04,Silver
C00879,Tammy,Gray,ecunningham@example.net,Ottawa,Ontario,2022-05-29,Bronze
C00880,Donald,Wallace,heather51@example.net,Hamilton,Ontario,2022-01-02,Bronze
C00881,Brittney,Eaton,qbrown@example.net,Edmonton,Alberta,2022-01-07,Bronze
C00882,Gary,Cox,reevesedward@example.org,Calgary,Alberta,2022-07-05,Bronze
C00883,Anthony,Saunders,darius86@example.net,Calgary,Alberta,2022-11-07,Silver
C00884,Kenneth,Brown,haleyerika@example.org,Calgary,Alberta,2025-01-02,Silver
C00885,Gloria,Campbell,brooke69@example.org,Toronto,Ontario,2024-08-29,Bronze
C00886,Gregory,Adams,noahwood@example.org,Edmonton,Alberta,2022-03-25,Gold
C00887,Robert,Suarez,kleinbrian@example.org,Calgary,Alberta,2023-10-30,Bronze
C00888,Heather,Thompson,fnelson@example.com,Vancouver,British Columbia,2024-04-26,Bronze
C00889,Max,Mayer,taylorsteven@example.net,Toronto,Ontario,2021-10-31,Bronze
C00890,Judy,Faulkner,kim00@example.org,Edmonton,Alberta,2025-07-06,Silver
C00891,Matthew,Anderson,kathleen76@example.com,Ottawa,Ontario,2024-03-25,Bronze
C00892,Miranda,Paul,johnsonrachael@example.com,Hamilton,Ontario,2022-12-08,Bronze
C00893,Rachel,Hammond,sara30@example.net,Mississauga,Ontario,2022-05-18,Silver
C00894,Eric,Holt,susan88@example.org,Brampton,Ontario,2025-08-30,Bronze
C00895,Jesse,Scott,kcarter@example.net,Vancouver,British Columbia,2025-07-28,Bronze
C00896,Michelle,Rivera,danielsmichael@example.org,Edmonton,Alberta,2022-04-19,Silver
C00897,Brenda,Hardin,mary79@example.com,Vancouver,British Columbia,2021-11-15,Silver
C00898,Samuel,Burke,waltersrobin@example.net,Mississauga,Ontario,2022-07-04,Bronze
C00899,Crystal,Decker,julie19@example.com,Vancouver,British Columbia,2024-07-29,Bronze
C00900,Mallory,Gregory,amandamorris@example.com,Brampton,Ontario,2023-12-13,Bronze
C00901,John,Patel,xjackson@example.net,Brampton,Ontario,2021-10-28,Bronze
C00902,Mary,Ross,sfernandez@example.org,Calgary,Alberta,2022-06-19,Gold
C00903,Joshua,Bush,laurenguerrero@example.com,Mississauga,Ontario,2024-06-26,Bronze
C00904,Amanda,Patterson,tmoore@example.com,Ottawa,Ontario,2023-05-16,Silver
C00905,Mark,Mosley,lopezscott@example.org,Hamilton,Ontario,2025-05-21,Bronze
C00906,Lauren,Miller,alvaradoamanda@example.com,Mississauga,Ontario,2024-03-10,Gold
C00907,William,Woodard,griffinteresa@example.org,Hamilton,Ontario,2026-06-15,Bronze
C00908,Christy,Price,joyce49@example.org,Vancouver,British Columbia,2024-04-26,Silver
C00909,Ryan,Hensley,rhodestaylor@example.com,Edmonton,Alberta,2026-06-12,Bronze
C00910,Allen,Duncan,gmunoz@example.net,Hamilton,Ontario,2023-01-01,Silver
C00911,Michele,Spence,carly76@example.net,Mississauga,Ontario,2023-10-20,Bronze
C00912,John,Blake,david05@example.com,Hamilton,Ontario,2026-02-03,Silver
C00913,Russell,Ross,gcollins@example.net,Hamilton,Ontario,2022-09-26,Gold
C00914,David,Weaver,nicholebarton@example.net,Hamilton,Ontario,2023-04-18,Bronze
C00915,Jeffrey,Williams,freemanrichard@example.net,Edmonton,Alberta,2024-01-15,Gold
C00916,Michael,Russo,briangoodwin@example.com,Edmonton,Alberta,2024-03-30,Bronze
C00917,Paul,Adams,deborah46@example.com,Ottawa,Ontario,2025-01-20,Silver
C00918,Rita,Allen,zespinoza@example.net,Mississauga,Ontario,2024-01-02,Silver
C00919,Hannah,Burns,matthewjohnson@example.org,Brampton,Ontario,2025-01-24,Bronze
C00920,Destiny,Griffith,richardbrown@example.com,Brampton,Ontario,2022-09-26,Silver
C00921,Jessica,Hernandez,zsawyer@example.net,Mississauga,Ontario,2025-05-22,Gold
C00922,James,Clay,cookbrian@example.net,Ottawa,Ontario,2025-05-02,Bronze
C00923,Jason,Roy,devin63@example.com,Ottawa,Ontario,2021-12-29,Bronze
C00924,David,Mcbride,greenejulie@example.org,Toronto,Ontario,2021-12-06,Silver
C00925,Monica,Stephens,hollandjeffrey@example.org,Edmonton,Alberta,2021-09-24,Bronze
C00926,Thomas,Pittman,craigjoanna@example.com,Brampton,Ontario,2022-07-29,Silver
C00927,Amy,Caldwell,pamelabailey@example.com,Vancouver,British Columbia,2023-09-05,Bronze
C00928,Dennis,Mccoy,upeterson@example.com,Toronto,Ontario,2024-07-06,Bronze
C00929,David,Roberts,colleenpierce@example.com,Mississauga,Ontario,2026-05-28,Bronze
C00930,Robert,Warner,hmckee@example.com,Hamilton,Ontario,2024-07-10,Bronze
C00931,Taylor,Cameron,angelacobb@example.org,Mississauga,Ontario,2025-09-25,Bronze
C00932,Philip,Schneider,andrew94@example.com,Ottawa,Ontario,2023-03-13,Bronze
C00933,Tyler,Chan,davidmelissa@example.net,Vancouver,British Columbia,2025-09-07,Gold
C00934,Taylor,Green,jamesvincent@example.org,Brampton,Ontario,2025-08-06,Bronze
C00935,Gail,Atkinson,heatherwest@example.com,Edmonton,Alberta,2023-09-25,Bronze
C00936,Jesse,Davis,derek21@example.com,Toronto,Ontario,2026-03-18,Bronze
C00937,Heather,Madden,richard79@example.org,Toronto,Ontario,2021-08-19,Silver
C00938,Sandy,Wilkerson,willislauren@example.org,Toronto,Ontario,2026-01-19,Silver
C00939,Bradley,Pacheco,taylormichael@example.net,Vancouver,British Columbia,2021-08-01,Bronze
C00940,Darin,Stark,daniel54@example.net,Vancouver,British Columbia,2023-09-15,Bronze
C00941,Benjamin,Lawrence,frank12@example.net,Mississauga,Ontario,2026-02-18,Bronze
C00942,Kathleen,Carter,mirandaray@example.org,Calgary,Alberta,2025-03-09,Silver
C00943,Brianna,Wolfe,destiny86@example.net,Hamilton,Ontario,2022-10-05,Bronze
C00944,Kelly,Greer,olsonheidi@example.net,Ottawa,Ontario,2023-05-16,Bronze
C00945,Eric,Rose,jacob13@example.com,Brampton,Ontario,2024-07-16,Silver
C00946,Robert,Walker,parsonsdebra@example.net,Edmonton,Alberta,2022-12-25,Silver
C00947,Elizabeth,Perez,jessicamiller@example.com,Calgary,Alberta,2022-03-27,Silver
C00948,Michael,Blair,lauren10@example.net,Toronto,Ontario,2022-06-21,Silver
C00949,Karen,Bond,aarellano@example.net,Hamilton,Ontario,2026-03-05,Gold
C00950,Justin,Gordon,johnmoore@example.com,Brampton,Ontario,2022-05-24,Gold
C00951,David,Smith,heidijohnston@example.com,Toronto,Ontario,2026-04-18,Bronze
C00952,Alexandra,Roberts,csmith@example.org,Vancouver,British Columbia,2025-02-04,Bronze
C00953,Amber,Kemp,twright@example.net,Edmonton,Alberta,2021-08-03,Silver
C00954,Ian,King,barkerkrista@example.com,Brampton,Ontario,2025-07-13,Bronze
C00955,Charles,Taylor,rgentry@example.org,Vancouver,British Columbia,2024-12-16,Bronze
C00956,Barbara,Griffin,dylanhall@example.org,Ottawa,Ontario,2024-01-07,Gold
C00957,Maria,Chen,anthonytaylor@example.net,Edmonton,Alberta,2025-07-21,Silver
C00958,Michael,Cox,benjamingamble@example.com,Mississauga,Ontario,2023-05-03,Bronze
C00959,Samantha,Bishop,elarsen@example.org,Edmonton,Alberta,2021-08-10,Gold
C00960,Jacob,Hahn,julielawrence@example.com,Calgary,Alberta,2025-11-05,Gold
C00961,Timothy,Osborn,darlenepetty@example.org,Toronto,Ontario,2025-06-28,Silver
C00962,Hannah,Wilson,ronaldmartinez@example.net,Brampton,Ontario,2022-03-02,Bronze
C00963,Michael,Baker,jbell@example.org,Toronto,Ontario,2021-11-26,Bronze
C00964,Jason,Alvarez,esmith@example.com,Toronto,Ontario,2022-08-05,Bronze
C00965,Justin,Rodriguez,ygray@example.com,Toronto,Ontario,2022-10-21,Gold
C00966,Angela,Willis,qhansen@example.org,Ottawa,Ontario,2021-10-19,Bronze
C00967,Samuel,Brown,garciaerica@example.net,Toronto,Ontario,2025-09-01,Silver
C00968,John,Smith,andrewsmith@example.org,Hamilton,Ontario,2023-03-08,Silver
C00969,Tonya,Ali,iannunez@example.com,Vancouver,British Columbia,2025-06-10,Silver
C00970,Richard,Warren,pabbott@example.org,Calgary,Alberta,2023-12-13,Silver
C00971,Terri,Flores,landrycarl@example.org,Vancouver,British Columbia,2021-12-25,Silver
C00972,Trevor,Vance,annahodges@example.com,Ottawa,Ontario,2026-04-27,Silver
C00973,Susan,James,murraydeanna@example.net,Mississauga,Ontario,2023-11-12,Bronze
C00974,Jack,Gonzalez,sarah33@example.org,Brampton,Ontario,2024-08-03,Bronze
C00975,Gina,Smith,brownkristen@example.net,Toronto,Ontario,2025-06-22,Bronze
C00976,Elizabeth,Castro,gabriellamccoy@example.com,Brampton,Ontario,2026-05-04,Bronze
C00977,Ethan,Mata,jhenry@example.org,Brampton,Ontario,2025-11-19,Bronze
C00978,Stephanie,Martinez,steven88@example.org,Mississauga,Ontario,2024-09-22,Silver
C00979,Suzanne,Garza,mary90@example.org,Vancouver,British Columbia,2024-11-27,Bronze
C00980,Wayne,Adams,oheath@example.org,Ottawa,Ontario,2025-11-09,Bronze
C00981,Steven,Anderson,ygonzalez@example.net,Brampton,Ontario,2022-12-04,Bronze
C00982,Julie,Johnson,danielle10@example.net,Ottawa,Ontario,2024-02-13,Bronze
C00983,Kristina,Sanchez,jessicalawrence@example.net,Calgary,Alberta,2024-10-17,Bronze
C00984,Stacey,Ellis,griley@example.org,Mississauga,Ontario,2023-04-18,Bronze
C00985,Daniel,Carroll,yolanda72@example.com,Vancouver,British Columbia,2026-05-23,Bronze
C00986,Bryan,Morris,curtisheidi@example.org,Mississauga,Ontario,2022-11-15,Bronze
C00987,Brian,Craig,johnsonbrett@example.org,Calgary,Alberta,2022-06-21,Silver
C00988,Danielle,Brown,john97@example.com,Mississauga,Ontario,2023-09-21,Silver
C00989,Daniel,Morgan,davidmunoz@example.net,Calgary,Alberta,2023-08-26,Bronze
C00990,Cheryl,Vazquez,imorris@example.org,Calgary,Alberta,2022-09-23,Bronze
C00991,Daniel,Love,efloyd@example.org,Brampton,Ontario,2024-04-30,Silver
C00992,Charles,Pena,daltonmichelle@example.org,Calgary,Alberta,2023-05-21,Silver
C00993,Kathleen,Jackson,cristiancisneros@example.com,Hamilton,Ontario,2025-10-20,Silver
C00994,William,Jackson,josephmcgee@example.com,Hamilton,Ontario,2023-02-19,Bronze
C00995,Jennifer,Anderson,mallory20@example.org,Brampton,Ontario,2025-04-25,Silver
C00996,Heather,Logan,carrollkenneth@example.org,Calgary,Alberta,2024-04-26,Bronze
C00997,Wayne,Austin,hebertjessica@example.net,Hamilton,Ontario,2024-10-02,Bronze
C00998,Christopher,Hill,burkemason@example.org,Brampton,Ontario,2025-03-26,Bronze
C00999,Jorge,Washington,thomasrobinson@example.net,Vancouver,British Columbia,2025-03-09,Bronze
C01000,Kevin,Miller,tammywoods@example.net,Toronto,Ontario,2025-12-13,Gold
C01001,Melissa,Page,christinabrown@example.net,Calgary,Alberta,2024-08-19,Silver
C01002,Brittany,Mccarthy,cobbraymond@example.com,Brampton,Ontario,2023-01-22,Silver
C01003,Kelly,Kemp,ojones@example.com,Calgary,Alberta,2024-07-03,Silver
C01004,Anthony,Boyd,ellislaura@example.net,Mississauga,Ontario,2022-03-07,Bronze
C01005,Lisa,Mullins,brandonmunoz@example.org,Toronto,Ontario,2023-03-31,Bronze
C01006,Mark,Taylor,maydevin@example.org,Toronto,Ontario,2025-07-10,Bronze
C01007,Charles,Carpenter,youngdiane@example.com,Edmonton,Alberta,2026-07-06,Bronze
C01008,Roy,Lee,pamelabrown@example.com,Toronto,Ontario,2025-05-30,Bronze
C01009,Michael,Brown,xbaker@example.com,Mississauga,Ontario,2022-06-08,Bronze
C01010,Angela,Allen,amandajones@example.net,Hamilton,Ontario,2026-04-25,Silver
C01011,Kimberly,Smith,leonardherrera@example.net,Edmonton,Alberta,2023-02-23,Silver
C01012,Tracey,Bradley,franciscoliu@example.org,Toronto,Ontario,2026-07-22,Gold
C01013,William,Gomez,amberbarrett@example.org,Calgary,Alberta,2022-04-09,Silver
C01014,Joan,Wilson,brenda94@example.net,Brampton,Ontario,2023-02-06,Bronze
C01015,Darlene,Hayes,dperry@example.org,Ottawa,Ontario,2023-06-19,Gold
C01016,Craig,Marsh,erika26@example.com,Edmonton,Alberta,2025-02-13,Bronze
C01017,Rebecca,Watkins,jgreene@example.net,Mississauga,Ontario,2022-02-13,Bronze
C01018,Brandon,Porter,fphillips@example.net,Ottawa,Ontario,2026-04-19,Silver
C01019,Allen,Robinson,hsalazar@example.net,Mississauga,Ontario,2022-05-23,Bronze
C01020,Nathan,Becker,andrea65@example.org,Mississauga,Ontario,2024-12-16,Bronze
C01021,David,Blackwell,bennetttheresa@example.org,Ottawa,Ontario,2024-05-27,Silver
C01022,William,Martinez,zsimpson@example.net,Calgary,Alberta,2024-02-11,Bronze
C01023,Melinda,Jimenez,xboyer@example.org,Vancouver,British Columbia,2025-05-06,Bronze
C01024,Ryan,Johnson,waltersjason@example.com,Hamilton,Ontario,2026-03-27,Silver
C01025,Alejandro,Smith,halledward@example.net,Toronto,Ontario,2021-09-30,Bronze
C01026,Jason,Miller,bellalison@example.com,Calgary,Alberta,2023-07-20,Silver
C01027,Brianna,Riley,glendavaldez@example.org,Calgary,Alberta,2025-12-14,Bronze
C01028,Justin,Kim,cameronwilliams@example.org,Edmonton,Alberta,2023-05-28,Bronze
C01029,James,Schultz,nguyenlaura@example.org,Hamilton,Ontario,2022-07-28,Silver
C01030,Danielle,Smith,keith74@example.net,Toronto,Ontario,2022-05-06,Bronze
C01031,Kenneth,Adams,ybeck@example.org,Brampton,Ontario,2022-02-15,Bronze
C01032,Reginald,Holland,adrianpark@example.net,Toronto,Ontario,2021-10-16,Bronze
C01033,Brandon,Martin,oliviamorris@example.com,Toronto,Ontario,2021-09-29,Bronze
C01034,Ruben,Hubbard,swalker@example.org,Calgary,Alberta,2021-12-18,Silver
C01035,Michael,Reyes,urojas@example.com,Vancouver,British Columbia,2023-07-17,Bronze
C01036,Taylor,Collins,wyatt51@example.net,Brampton,Ontario,2025-06-03,Bronze
C01037,James,Solomon,mckinneywilliam@example.com,Toronto,Ontario,2023-09-04,Silver
C01038,Todd,Wallace,vgutierrez@example.net,Mississauga,Ontario,2026-06-27,Silver
C01039,Tiffany,Williams,zmeyers@example.com,Mississauga,Ontario,2025-01-14,Bronze
C01040,Melissa,Martin,brett04@example.com,Edmonton,Alberta,2024-02-16,Silver
C01041,Brandon,Brooks,sbryant@example.com,Ottawa,Ontario,2025-06-23,Bronze
C01042,Theresa,Jordan,richardlee@example.com,Hamilton,Ontario,2026-03-15,Bronze
C01043,Erika,Smith,mitchell84@example.org,Edmonton,Alberta,2022-02-02,Bronze
C01044,Christy,Cox,christophertucker@example.com,Brampton,Ontario,2024-12-21,Silver
C01045,Christina,Pineda,cynthiaalvarez@example.org,Brampton,Ontario,2025-06-02,Bronze
C01046,Matthew,Warren,dannyhayes@example.net,Calgary,Alberta,2024-09-16,Gold
C01047,Allen,Alexander,lisadennis@example.org,Edmonton,Alberta,2025-06-23,Silver
C01048,Alan,Kelly,james51@example.com,Vancouver,British Columbia,2025-01-03,Bronze
C01049,John,Cox,haasheather@example.org,Calgary,Alberta,2023-10-23,Silver
C01050,Michael,Jenkins,tammy58@example.com,Hamilton,Ontario,2024-11-02,Bronze
C01051,Toni,Cooke,michelle09@example.com,Mississauga,Ontario,2021-11-21,Silver
C01052,Jeff,Edwards,elizabeth76@example.net,Hamilton,Ontario,2021-12-24,Bronze
C01053,Bradley,White,corey61@example.com,Calgary,Alberta,2022-02-13,Bronze
C01054,Amber,Wheeler,xlee@example.org,Calgary,Alberta,2023-12-20,Bronze
C01055,Frederick,Jackson,susanprice@example.net,Mississauga,Ontario,2023-05-23,Bronze
C01056,Angelica,Gray,cgallagher@example.org,Toronto,Ontario,2022-08-27,Bronze
C01057,Annette,Bonilla,karenbrown@example.org,Edmonton,Alberta,2025-05-20,Bronze
C01058,Nicholas,Stone,alvaradoelizabeth@example.com,Calgary,Alberta,2023-02-25,Silver
C01059,Janet,Miller,fnorris@example.org,Calgary,Alberta,2025-01-24,Bronze
C01060,Amanda,Gonzalez,lindsay72@example.com,Mississauga,Ontario,2025-06-13,Silver
C01061,Theresa,Garza,james74@example.org,Toronto,Ontario,2022-04-05,Bronze
C01062,Mark,Johnson,suzanne93@example.com,Hamilton,Ontario,2022-07-26,Silver
C01063,William,Doyle,wilcoxmolly@example.com,Hamilton,Ontario,2022-03-28,Bronze
